Boston Red Sox (5), Baltimore Orioles (3)
Milwaukee Brewers (0), Chicago Cubs (4)
Milwaukee Brewers (1), Chicago Cubs (4)
Miami Marlins (3), Cincinnati Reds (6)
Chicago White Sox (1), Cleveland Indians (3)
Washington Nationals (2), Colorado Rockies (6)
Kansas City Royals (6), Detroit Tigers (1)
St. Louis Cardinals (8), Houston Astros (5)
Toronto Blue Jays (12), New York Yankees (6)
Los Angeles Dodgers (15), Philadelphia Phillies (5)
Pittsburgh Pirates (4), San Francisco Giants (3)
San Diego Padres (1), Tampa Bay Rays (15)
Oakland Athletics (4), Texas Rangers (5)
Seattle Mariners (4), LA Angels of Anaheim (3)
New York Mets (5), Arizona D'Backs (13)
Minnesota Twins (10), Atlanta Braves (3)
Boston Red Sox (8), Baltimore Orioles (1)
Milwaukee Brewers (1), Chicago Cubs (6)
Miami Marlins (2), Cincinnati Reds (3)
Chicago White Sox (10), Cleveland Indians (7)
Washington Nationals (10), Colorado Rockies (12)
Kansas City Royals (4), Detroit Tigers (1)
St. Louis Cardinals (8), Houston Astros (2)
Toronto Blue Jays (7), New York Yankees (4)
Los Angeles Dodgers (7), Philadelphia Phillies (2)
Pittsburgh Pirates (6), San Francisco Giants (5)
San Diego Padres (0), Tampa Bay Rays (2)
Oakland Athletics (2), Texas Rangers (6)
Seattle Mariners (4), LA Angels of Anaheim (6)
Washington Nationals (8), Atlanta Braves (2)
Houston Astros (5), Baltimore Orioles (13)
Milwaukee Brewers (6), Chicago Cubs (9)
Miami Marlins (4), Cincinnati Reds (5)
Chicago White Sox (4), Cleveland Indians (5)
Boston Red Sox (3), Detroit Tigers (4)
Minnesota Twins (1), Kansas City Royals (8)
Los Angeles Dodgers (4), Philadelphia Phillies (5)
Arizona D'Backs (8), San Diego Padres (9)
New York Mets (7), San Francisco Giants (10)
New York Yankees (7), LA Angels of Anaheim (0)
Washington Nationals (7), Atlanta Braves (6)
Houston Astros (15), Baltimore Orioles (8)
Oakland Athletics (9), Chicago White Sox (0)
Los Angeles Dodgers (2), Cincinnati Reds (9)
Toronto Blue Jays (2), Cleveland Indians (3)
Chicago Cubs (6), Colorado Rockies (7)
Boston Red Sox (10), Detroit Tigers (2)
Minnesota Twins (4), Kansas City Royals (5)
St. Louis Cardinals (4), Philadelphia Phillies (3)
Miami Marlins (6), Pittsburgh Pirates (5)
Arizona D'Backs (4), San Diego Padres (7)
Milwaukee Brewers (6), Seattle Mariners (7)
New York Mets (1), San Francisco Giants (8)
Texas Rangers (6), Tampa Bay Rays (2)
New York Yankees (5), LA Angels of Anaheim (1)
Washington Nationals (11), Atlanta Braves (9)
Houston Astros (12), Baltimore Orioles (2)
Oakland Athletics (2), Chicago White Sox (6)
Los Angeles Dodgers (1), Cincinnati Reds (11)
Toronto Blue Jays (6), Cleveland Indians (5)
Chicago Cubs (9), Colorado Rockies (2)
Boston Red Sox (3), Detroit Tigers (2)
Minnesota Twins (0), Kansas City Royals (10)
St. Louis Cardinals (2), Philadelphia Phillies (4)
Miami Marlins (3), Pittsburgh Pirates (1)
Arizona D'Backs (2), San Diego Padres (1)
Milwaukee Brewers (2), Seattle Mariners (8)
New York Mets (9), San Francisco Giants (5)
Texas Rangers (2), Tampa Bay Rays (8)
New York Yankees (0), LA Angels of Anaheim (2)
Washington Nationals (6), Atlanta Braves (7)
Houston Astros (5), Baltimore Orioles (3)
Oakland Athletics (2), Chicago White Sox (4)
Los Angeles Dodgers (4), Cincinnati Reds (0)
Toronto Blue Jays (2), Cleveland Indians (3)
Chicago Cubs (4), Colorado Rockies (11)
Boston Red Sox (5), Detroit Tigers (10)
Minnesota Twins (1), Kansas City Royals (2)
St. Louis Cardinals (9), Philadelphia Phillies (0)
Miami Marlins (3), Pittsburgh Pirates (2)
Arizona D'Backs (1), San Diego Padres (9)
Milwaukee Brewers (7), Seattle Mariners (6)
New York Mets (2), San Francisco Giants (0)
Texas Rangers (4), Tampa Bay Rays (8)
Atlanta Braves (8), Arizona D'Backs (9)
Washington Nationals (3), Baltimore Orioles (4)
Los Angeles Dodgers (18), Cincinnati Reds (9)
Colorado Rockies (2), Milwaukee Brewers (4)
Cleveland Indians (1), Oakland Athletics (0)
Houston Astros (3), Pittsburgh Pirates (1)
Chicago Cubs (5), San Diego Padres (1)
New York Yankees (5), Seattle Mariners (7)
Boston Red Sox (6), Tampa Bay Rays (2)
Atlanta Braves (7), Arizona D'Backs (4)
Washington Nationals (1), Baltimore Orioles (8)
Philadelphia Phillies (1), Chicago White Sox (9)
Texas Rangers (0), Cincinnati Reds (3)
San Francisco Giants (5), Los Angeles Dodgers (9)
Kansas City Royals (1), Miami Marlins (0)
Colorado Rockies (4), Milwaukee Brewers (6)
Detroit Tigers (8), Minnesota Twins (3)
Cleveland Indians (1), Oakland Athletics (9)
Houston Astros (1), Pittsburgh Pirates (7)
Chicago Cubs (5), San Diego Padres (3)
New York Yankees (5), Seattle Mariners (1)
New York Mets (7), St. Louis Cardinals (4)
Boston Red Sox (2), Tampa Bay Rays (1)
LA Angels of Anaheim (2), Toronto Blue Jays (7)
Atlanta Braves (9), Arizona D'Backs (10)
Philadelphia Phillies (5), Chicago White Sox (3)
Texas Rangers (6), Cincinnati Reds (5)
San Francisco Giants (0), Los Angeles Dodgers (1)
Kansas City Royals (0), Miami Marlins (3)
Colorado Rockies (1), Milwaukee Brewers (7)
Detroit Tigers (9), Minnesota Twins (4)
Cleveland Indians (1), Oakland Athletics (5)
Houston Astros (5), Pittsburgh Pirates (4)
Chicago Cubs (6), San Diego Padres (3)
New York Yankees (5), Seattle Mariners (0)
New York Mets (1), St. Louis Cardinals (8)
Boston Red Sox (3), Tampa Bay Rays (4)
LA Angels of Anaheim (8), Toronto Blue Jays (2)
Baltimore Orioles (10), Washington Nationals (8)
Atlanta Braves (3), Arizona D'Backs (1)
Seattle Mariners (6), Chicago White Sox (7)
San Francisco Giants (4), Los Angeles Dodgers (0)
Kansas City Royals (5), Miami Marlins (2)
Pittsburgh Pirates (3), Milwaukee Brewers (2)
Detroit Tigers (8), Minnesota Twins (5)
New York Mets (10), St. Louis Cardinals (6)
Boston Red Sox (1), Tampa Bay Rays (2)
Cleveland Indians (0), Texas Rangers (9)
LA Angels of Anaheim (6), Toronto Blue Jays (3)
Baltimore Orioles (0), Washington Nationals (4)
Cincinnati Reds (3), Arizona D'Backs (4)
Kansas City Royals (6), Boston Red Sox (3)
Seattle Mariners (3), Chicago White Sox (1)
LA Angels of Anaheim (2), Detroit Tigers (4)
Tampa Bay Rays (4), Houston Astros (5)
Chicago Cubs (6), Los Angeles Dodgers (4)
San Diego Padres (6), Miami Marlins (7)
Pittsburgh Pirates (5), Milwaukee Brewers (3)
Baltimore Orioles (4), New York Yankees (14)
Philadelphia Phillies (4), New York Mets (9)
Atlanta Braves (0), San Francisco Giants (7)
Oakland Athletics (1), St. Louis Cardinals (3)
Cleveland Indians (12), Texas Rangers (1)
Minnesota Twins (8), Toronto Blue Jays (15)
Colorado Rockies (5), Washington Nationals (8)
Cincinnati Reds (13), Arizona D'Backs (0)
Kansas City Royals (3), Boston Red Sox (8)
Seattle Mariners (3), Chicago White Sox (9)
LA Angels of Anaheim (3), Detroit Tigers (2)
Tampa Bay Rays (2), Houston Astros (6)
Chicago Cubs (2), Los Angeles Dodgers (3)
San Diego Padres (1), Miami Marlins (0)
Pittsburgh Pirates (9), Milwaukee Brewers (6)
Baltimore Orioles (5), New York Yankees (13)
Philadelphia Phillies (1), New York Mets (12)
Atlanta Braves (3), San Francisco Giants (1)
Oakland Athletics (3), St. Louis Cardinals (2)
Cleveland Indians (0), Texas Rangers (7)
Minnesota Twins (7), Toronto Blue Jays (8)
Colorado Rockies (9), Washington Nationals (4)
Cincinnati Reds (2), Arizona D'Backs (11)
Kansas City Royals (10), Boston Red Sox (4)
Seattle Mariners (1), Chicago White Sox (4)
LA Angels of Anaheim (5), Detroit Tigers (0)
Tampa Bay Rays (10), Houston Astros (4)
Chicago Cubs (0), Los Angeles Dodgers (1)
San Diego Padres (3), Miami Marlins (1)
Pittsburgh Pirates (3), Milwaukee Brewers (1)
Baltimore Orioles (5), New York Yankees (0)
Philadelphia Phillies (5), New York Mets (1)
Atlanta Braves (4), San Francisco Giants (13)
Oakland Athletics (7), St. Louis Cardinals (4)
Cleveland Indians (1), Texas Rangers (2)
Minnesota Twins (6), Toronto Blue Jays (9)
Colorado Rockies (5), Washington Nationals (3)
Cincinnati Reds (2), LA Angels of Anaheim (9)
Toronto Blue Jays (5), Baltimore Orioles (1)
Tampa Bay Rays (4), Boston Red Sox (9)
Pittsburgh Pirates (7), Chicago Cubs (8)
Minnesota Twins (0), Cleveland Indians (1)
Los Angeles Dodgers (1), Colorado Rockies (8)
Chicago White Sox (3), Detroit Tigers (4)
Oakland Athletics (0), Houston Astros (6)
New York Yankees (5), Kansas City Royals (8)
St. Louis Cardinals (6), Milwaukee Brewers (5)
Miami Marlins (1), New York Mets (2)
Washington Nationals (4), Philadelphia Phillies (0)
Seattle Mariners (3), Texas Rangers (6)
Cincinnati Reds (2), LA Angels of Anaheim (4)
San Diego Padres (3), Atlanta Braves (7)
Toronto Blue Jays (3), Baltimore Orioles (5)
Tampa Bay Rays (4), Boston Red Sox (3)
Pittsburgh Pirates (0), Chicago Cubs (3)
Minnesota Twins (4), Cleveland Indians (5)
Chicago White Sox (4), Detroit Tigers (8)
Oakland Athletics (1), Houston Astros (3)
New York Yankees (5), Kansas City Royals (4)
St. Louis Cardinals (2), Milwaukee Brewers (1)
Miami Marlins (4), New York Mets (7)
Washington Nationals (3), Philadelphia Phillies (2)
Arizona D'Backs (4), San Francisco Giants (3)
Seattle Mariners (7), Texas Rangers (8)
Cincinnati Reds (0), LA Angels of Anaheim (3)
San Diego Padres (1), Atlanta Braves (8)
Toronto Blue Jays (5), Baltimore Orioles (3)
Tampa Bay Rays (6), Boston Red Sox (8)
Pittsburgh Pirates (5), Chicago Cubs (6)
Minnesota Twins (4), Cleveland Indians (8)
Los Angeles Dodgers (0), Colorado Rockies (7)
Los Angeles Dodgers (10), Colorado Rockies (8)
Chicago White Sox (2), Detroit Tigers (3)
Oakland Athletics (3), Houston Astros (4)
New York Yankees (5), Kansas City Royals (4)
St. Louis Cardinals (1), Milwaukee Brewers (3)
Miami Marlins (2), New York Mets (5)
Washington Nationals (2), Philadelphia Phillies (1)
Arizona D'Backs (2), San Francisco Giants (4)
Seattle Mariners (1), Texas Rangers (14)
San Diego Padres (6), Atlanta Braves (9)
San Francisco Giants (4), Chicago Cubs (5)
Chicago White Sox (5), Minnesota Twins (8)
Miami Marlins (6), New York Mets (4)
New York Yankees (0), Baltimore Orioles (8)
San Francisco Giants (1), Chicago Cubs (2)
St. Louis Cardinals (2), Cincinnati Reds (3)
Miami Marlins (2), Cleveland Indians (6)
Arizona D'Backs (7), Colorado Rockies (14)
Detroit Tigers (7), Kansas City Royals (6)
San Diego Padres (4), Los Angeles Dodgers (2)
Chicago White Sox (11), Minnesota Twins (4)
Washington Nationals (4), New York Mets (1)
Boston Red Sox (16), Oakland Athletics (2)
Atlanta Braves (8), Philadelphia Phillies (4)
Milwaukee Brewers (1), Pittsburgh Pirates (0)
LA Angels of Anaheim (8), Seattle Mariners (11)
Toronto Blue Jays (3), Tampa Bay Rays (8)
Houston Astros (8), Texas Rangers (10)
New York Yankees (0), Baltimore Orioles (2)
San Francisco Giants (3), Chicago Cubs (2)
St. Louis Cardinals (1), Cincinnati Reds (9)
Miami Marlins (3), Cleveland Indians (8)
Arizona D'Backs (9), Colorado Rockies (4)
Detroit Tigers (2), Kansas City Royals (5)
San Diego Padres (1), Los Angeles Dodgers (5)
Chicago White Sox (3), Minnesota Twins (11)
Washington Nationals (1), New York Mets (3)
Boston Red Sox (11), Oakland Athletics (2)
Atlanta Braves (6), Philadelphia Phillies (4)
Milwaukee Brewers (7), Pittsburgh Pirates (4)
LA Angels of Anaheim (10), Seattle Mariners (3)
Toronto Blue Jays (5), Tampa Bay Rays (7)
Houston Astros (4), Texas Rangers (12)
New York Yankees (5), Baltimore Orioles (2)
San Francisco Giants (2), Chicago Cubs (3)
St. Louis Cardinals (5), Cincinnati Reds (2)
Miami Marlins (5), Cleveland Indians (6)
Arizona D'Backs (8), Colorado Rockies (5)
Detroit Tigers (6), Kansas City Royals (5)
San Diego Padres (4), Los Angeles Dodgers (7)
Chicago White Sox (13), Minnesota Twins (11)
Washington Nationals (1), New York Mets (5)
Boston Red Sox (0), Oakland Athletics (1)
Atlanta Braves (2), Philadelphia Phillies (0)
Milwaukee Brewers (10), Pittsburgh Pirates (0)
LA Angels of Anaheim (4), Seattle Mariners (2)
Toronto Blue Jays (5), Tampa Bay Rays (3)
Houston Astros (7), Texas Rangers (6)
Detroit Tigers (5), Chicago White Sox (3)
New York Mets (5), Cincinnati Reds (0)
Houston Astros (6), Cleveland Indians (2)
San Francisco Giants (0), Colorado Rockies (6)
Arizona D'Backs (2), Los Angeles Dodgers (10)
Philadelphia Phillies (6), Miami Marlins (2)
Chicago Cubs (7), Milwaukee Brewers (2)
Kansas City Royals (11), Minnesota Twins (5)
Toronto Blue Jays (3), New York Yankees (5)
LA Angels of Anaheim (10), Oakland Athletics (7)
St. Louis Cardinals (12), Pittsburgh Pirates (6)
Boston Red Sox (1), San Diego Padres (2)
Texas Rangers (6), Seattle Mariners (14)
Baltimore Orioles (7), Tampa Bay Rays (3)
Atlanta Braves (4), Washington Nationals (6)
Detroit Tigers (0), Chicago White Sox (2)
New York Mets (5), Cincinnati Reds (3)
Houston Astros (4), Cleveland Indians (3)
San Francisco Giants (3), Colorado Rockies (2)
Arizona D'Backs (2), Los Angeles Dodgers (5)
Philadelphia Phillies (4), Miami Marlins (3)
Chicago Cubs (5), Milwaukee Brewers (12)
Kansas City Royals (10), Minnesota Twins (3)
Toronto Blue Jays (6), New York Yankees (7)
LA Angels of Anaheim (2), Oakland Athletics (3)
St. Louis Cardinals (9), Pittsburgh Pirates (7)
Boston Red Sox (5), San Diego Padres (1)
Texas Rangers (10), Seattle Mariners (7)
Baltimore Orioles (11), Tampa Bay Rays (2)
Atlanta Braves (7), Washington Nationals (9)
Detroit Tigers (4), Chicago White Sox (7)
New York Mets (6), Cincinnati Reds (3)
Houston Astros (5), Cleveland Indians (6)
San Francisco Giants (5), Colorado Rockies (6)
Arizona D'Backs (1), Los Angeles Dodgers (3)
Philadelphia Phillies (0), Miami Marlins (6)
Chicago Cubs (1), Milwaukee Brewers (2)
Kansas City Royals (5), Minnesota Twins (6)
Toronto Blue Jays (0), New York Yankees (2)
LA Angels of Anaheim (1), Oakland Athletics (4)
St. Louis Cardinals (3), Pittsburgh Pirates (4)
Boston Red Sox (7), San Diego Padres (2)
Texas Rangers (3), Seattle Mariners (8)
Baltimore Orioles (6), Tampa Bay Rays (7)
Atlanta Braves (4), Washington Nationals (5)
Houston Astros (7), Cleveland Indians (10)
Tampa Bay Rays (4), New York Yankees (5)
Cincinnati Reds (1), Pittsburgh Pirates (4)
Colorado Rockies (1), San Diego Padres (14)
Texas Rangers (3), Seattle Mariners (6)
Milwaukee Brewers (12), St. Louis Cardinals (5)
Philadelphia Phillies (4), Washington Nationals (1)
Texas Rangers (2), LA Angels of Anaheim (1)
San Francisco Giants (7), Arizona D'Backs (6)
New York Mets (6), Atlanta Braves (4)
Kansas City Royals (2), Chicago White Sox (7)
Baltimore Orioles (3), Detroit Tigers (4)
Chicago Cubs (2), Houston Astros (0)
Los Angeles Dodgers (1), Miami Marlins (4)
Cleveland Indians (5), Minnesota Twins (4)
Tampa Bay Rays (5), New York Yankees (7)
Seattle Mariners (3), Oakland Athletics (2)
Cincinnati Reds (4), Pittsburgh Pirates (3)
Colorado Rockies (4), San Diego Padres (1)
Milwaukee Brewers (3), St. Louis Cardinals (4)
Boston Red Sox (13), Toronto Blue Jays (3)
Philadelphia Phillies (4), Washington Nationals (5)
Texas Rangers (8), LA Angels of Anaheim (5)
San Francisco Giants (11), Arizona D'Backs (3)
New York Mets (3), Atlanta Braves (4)
Kansas City Royals (6), Chicago White Sox (5)
Baltimore Orioles (11), Detroit Tigers (3)
Chicago Cubs (1), Houston Astros (2)
Los Angeles Dodgers (5), Miami Marlins (0)
Cleveland Indians (1), Minnesota Twins (2)
Tampa Bay Rays (1), New York Yankees (5)
Seattle Mariners (14), Oakland Athletics (3)
Cincinnati Reds (8), Pittsburgh Pirates (7)
Colorado Rockies (3), San Diego Padres (6)
Milwaukee Brewers (1), St. Louis Cardinals (5)
Boston Red Sox (2), Toronto Blue Jays (3)
Philadelphia Phillies (0), Washington Nationals (3)
Texas Rangers (2), LA Angels of Anaheim (3)
San Francisco Giants (5), Arizona D'Backs (3)
New York Mets (10), Atlanta Braves (3)
Kansas City Royals (2), Chicago White Sox (0)
Baltimore Orioles (3), Detroit Tigers (1)
Chicago Cubs (9), Houston Astros (5)
Los Angeles Dodgers (0), Miami Marlins (3)
Cleveland Indians (7), Minnesota Twins (1)
Tampa Bay Rays (4), New York Yankees (2)
Seattle Mariners (3), Oakland Athletics (2)
Cincinnati Reds (8), Pittsburgh Pirates (0)
Colorado Rockies (3), San Diego Padres (2)
Milwaukee Brewers (2), St. Louis Cardinals (1)
Boston Red Sox (11), Toronto Blue Jays (8)
Philadelphia Phillies (2), Washington Nationals (3)
Seattle Mariners (8), LA Angels of Anaheim (1)
Colorado Rockies (9), Arizona D'Backs (12)
Miami Marlins (7), Atlanta Braves (12)
Baltimore Orioles (2), Boston Red Sox (12)
Cleveland Indians (4), Chicago White Sox (11)
Milwaukee Brewers (0), Cincinnati Reds (3)
Minnesota Twins (2), Detroit Tigers (4)
Texas Rangers (4), Houston Astros (3)
Oakland Athletics (16), Kansas City Royals (3)
Los Angeles Dodgers (8), New York Yankees (2)
Pittsburgh Pirates (2), Philadelphia Phillies (6)
San Diego Padres (4), San Francisco Giants (0)
Chicago Cubs (4), St. Louis Cardinals (1)
Tampa Bay Rays (2), Toronto Blue Jays (3)
New York Mets (1), Washington Nationals (8)
Seattle Mariners (8), LA Angels of Anaheim (0)
Colorado Rockies (4), Arizona D'Backs (11)
Miami Marlins (7), Atlanta Braves (5)
Baltimore Orioles (6), Boston Red Sox (3)
Cleveland Indians (1), Chicago White Sox (8)
Milwaukee Brewers (4), Cincinnati Reds (6)
Minnesota Twins (8), Detroit Tigers (1)
Texas Rangers (3), Houston Astros (2)
Oakland Athletics (5), Kansas City Royals (4)
Los Angeles Dodgers (0), New York Yankees (3)
Pittsburgh Pirates (5), Philadelphia Phillies (3)
San Diego Padres (6), San Francisco Giants (4)
Chicago Cubs (2), St. Louis Cardinals (4)
Tampa Bay Rays (6), Toronto Blue Jays (2)
New York Mets (4), Washington Nationals (3)
Seattle Mariners (2), LA Angels of Anaheim (1)
Colorado Rockies (6), Arizona D'Backs (11)
Miami Marlins (7), Atlanta Braves (5)
Baltimore Orioles (1), Boston Red Sox (0)
Cleveland Indians (6), Chicago White Sox (1)
Milwaukee Brewers (7), Cincinnati Reds (0)
Minnesota Twins (6), Detroit Tigers (9)
Texas Rangers (4), Houston Astros (8)
Oakland Athletics (8), Kansas City Royals (0)
Los Angeles Dodgers (2), New York Yankees (0)
Pittsburgh Pirates (2), Philadelphia Phillies (6)
San Diego Padres (3), San Francisco Giants (1)
Chicago Cubs (7), St. Louis Cardinals (0)
Tampa Bay Rays (8), Toronto Blue Jays (1)
New York Mets (0), Washington Nationals (1)
Toronto Blue Jays (7), LA Angels of Anaheim (2)
Los Angeles Dodgers (3), Arizona D'Backs (7)
Tampa Bay Rays (7), Baltimore Orioles (6)
New York Yankees (5), Boston Red Sox (7)
Cleveland Indians (1), Chicago White Sox (2)
Milwaukee Brewers (5), Chicago Cubs (4)
Minnesota Twins (5), Detroit Tigers (1)
Oakland Athletics (14), Kansas City Royals (5)
Pittsburgh Pirates (15), Philadelphia Phillies (2)
St. Louis Cardinals (2), San Francisco Giants (6)
Toronto Blue Jays (5), LA Angels of Anaheim (0)
Los Angeles Dodgers (3), Arizona D'Backs (2)
Washington Nationals (7), Atlanta Braves (2)
Tampa Bay Rays (4), Baltimore Orioles (5)
New York Yankees (4), Boston Red Sox (7)
Milwaukee Brewers (4), Chicago Cubs (5)
Pittsburgh Pirates (9), Cincinnati Reds (7)
Detroit Tigers (4), Cleveland Indians (11)
San Diego Padres (7), Colorado Rockies (8)
Chicago White Sox (7), Kansas City Royals (4)
Minnesota Twins (0), New York Mets (3)
Miami Marlins (3), Philadelphia Phillies (4)
Houston Astros (6), Seattle Mariners (0)
St. Louis Cardinals (2), San Francisco Giants (8)
Oakland Athletics (6), Texas Rangers (7)
Toronto Blue Jays (1), LA Angels of Anaheim (6)
Los Angeles Dodgers (6), Arizona D'Backs (2)
Washington Nationals (3), Atlanta Braves (7)
Tampa Bay Rays (5), Baltimore Orioles (2)
New York Yankees (5), Boston Red Sox (6)
Milwaukee Brewers (11), Chicago Cubs (3)
Pittsburgh Pirates (10), Cincinnati Reds (4)
Pittsburgh Pirates (7), Cincinnati Reds (3)
Detroit Tigers (0), Cleveland Indians (1)
San Diego Padres (0), Colorado Rockies (8)
Chicago White Sox (2), Kansas City Royals (3)
Minnesota Twins (2), New York Mets (3)
Miami Marlins (0), Philadelphia Phillies (8)
Houston Astros (2), Seattle Mariners (1)
St. Louis Cardinals (3), San Francisco Giants (2)
Oakland Athletics (11), Texas Rangers (2)
Toronto Blue Jays (0), LA Angels of Anaheim (4)
Los Angeles Dodgers (9), Arizona D'Backs (10)
Washington Nationals (2), Atlanta Braves (6)
Tampa Bay Rays (1), Baltimore Orioles (2)
New York Yankees (4), Boston Red Sox (5)
Milwaukee Brewers (3), Chicago Cubs (1)
Pittsburgh Pirates (4), Cincinnati Reds (7)
Detroit Tigers (9), Cleveland Indians (5)
San Diego Padres (3), Colorado Rockies (6)
Chicago White Sox (3), Kansas City Royals (10)
Minnesota Twins (2), New York Mets (3)
Miami Marlins (5), Philadelphia Phillies (4)
Houston Astros (3), Seattle Mariners (7)
St. Louis Cardinals (3), San Francisco Giants (0)
Oakland Athletics (5), Texas Rangers (2)
Boston Red Sox (5), Baltimore Orioles (2)
Cincinnati Reds (2), Chicago Cubs (5)
St. Louis Cardinals (5), Colorado Rockies (3)
Chicago White Sox (3), Kansas City Royals (8)
San Francisco Giants (1), Los Angeles Dodgers (2)
Washington Nationals (3), Miami Marlins (4)
Atlanta Braves (7), New York Mets (3)
Houston Astros (4), Oakland Athletics (2)
Arizona D'Backs (2), San Diego Padres (3)
Toronto Blue Jays (3), Seattle Mariners (2)
LA Angels of Anaheim (2), Texas Rangers (3)
Boston Red Sox (5), Baltimore Orioles (2)
Cincinnati Reds (1), Chicago Cubs (6)
Kansas City Royals (1), Cleveland Indians (2)
St. Louis Cardinals (10), Colorado Rockies (5)
San Francisco Giants (2), Los Angeles Dodgers (0)
Washington Nationals (0), Miami Marlins (1)
Pittsburgh Pirates (6), Milwaukee Brewers (3)
Detroit Tigers (8), Minnesota Twins (1)
Atlanta Braves (5), New York Mets (4)
Houston Astros (2), Oakland Athletics (1)
Chicago White Sox (6), Philadelphia Phillies (7)
Arizona D'Backs (2), San Diego Padres (5)
Toronto Blue Jays (10), Seattle Mariners (2)
New York Yankees (5), Tampa Bay Rays (3)
LA Angels of Anaheim (4), Texas Rangers (5)
Boston Red Sox (5), Baltimore Orioles (1)
Cincinnati Reds (2), Chicago Cubs (9)
Kansas City Royals (3), Cleveland Indians (4)
St. Louis Cardinals (1), Colorado Rockies (11)
San Francisco Giants (3), Los Angeles Dodgers (9)
Washington Nationals (8), Miami Marlins (3)
Pittsburgh Pirates (4), Milwaukee Brewers (1)
Atlanta Braves (4), New York Mets (3)
Houston Astros (6), Oakland Athletics (5)
Chicago White Sox (3), Philadelphia Phillies (8)
Arizona D'Backs (3), San Diego Padres (2)
Toronto Blue Jays (1), Seattle Mariners (2)
New York Yankees (11), Tampa Bay Rays (5)
LA Angels of Anaheim (5), Texas Rangers (4)
Boston Red Sox (5), Baltimore Orioles (3)
Kansas City Royals (2), Cleveland Indians (5)
LA Angels of Anaheim (2), Houston Astros (0)
Colorado Rockies (4), Los Angeles Dodgers (7)
Atlanta Braves (6), Miami Marlins (3)
Pittsburgh Pirates (1), Milwaukee Brewers (3)
Detroit Tigers (9), Minnesota Twins (2)
Detroit Tigers (4), Minnesota Twins (2)
Philadelphia Phillies (8), New York Mets (9)
San Francisco Giants (2), San Diego Padres (1)
New York Yankees (0), Tampa Bay Rays (2)
Arizona D'Backs (2), Baltimore Orioles (3)
St. Louis Cardinals (0), Chicago Cubs (5)
Chicago White Sox (4), Cleveland Indians (10)
Kansas City Royals (3), Detroit Tigers (8)
LA Angels of Anaheim (10), Houston Astros (6)
Colorado Rockies (2), Los Angeles Dodgers (5)
Atlanta Braves (3), Miami Marlins (2)
Cincinnati Reds (4), Milwaukee Brewers (5)
Seattle Mariners (10), Minnesota Twins (1)
Philadelphia Phillies (5), New York Mets (10)
Texas Rangers (3), Oakland Athletics (0)
Washington Nationals (5), Pittsburgh Pirates (6)
San Francisco Giants (2), San Diego Padres (7)
Boston Red Sox (2), Tampa Bay Rays (1)
New York Yankees (0), Toronto Blue Jays (9)
Arizona D'Backs (1), Baltimore Orioles (6)
St. Louis Cardinals (10), Chicago Cubs (4)
Chicago White Sox (8), Cleveland Indians (1)
Kansas City Royals (7), Detroit Tigers (4)
LA Angels of Anaheim (10), Houston Astros (4)
Colorado Rockies (1), Los Angeles Dodgers (14)
Atlanta Braves (4), Miami Marlins (6)
Cincinnati Reds (6), Milwaukee Brewers (1)
Seattle Mariners (2), Minnesota Twins (3)
Philadelphia Phillies (10), New York Mets (8)
Texas Rangers (5), Oakland Athletics (0)
Washington Nationals (6), Pittsburgh Pirates (1)
San Francisco Giants (9), San Diego Padres (6)
Boston Red Sox (6), Tampa Bay Rays (4)
New York Yankees (0), Toronto Blue Jays (3)
Arizona D'Backs (1), Baltimore Orioles (2)
St. Louis Cardinals (1), Chicago Cubs (3)
Chicago White Sox (3), Cleveland Indians (0)
Kansas City Royals (12), Detroit Tigers (9)
LA Angels of Anaheim (1), Houston Astros (4)
Colorado Rockies (3), Los Angeles Dodgers (4)
Cincinnati Reds (4), Milwaukee Brewers (2)
Seattle Mariners (4), Minnesota Twins (3)
Philadelphia Phillies (0), New York Mets (17)
Texas Rangers (1), Oakland Athletics (7)
Washington Nationals (10), Pittsburgh Pirates (7)
San Francisco Giants (3), San Diego Padres (4)
Boston Red Sox (3), Tampa Bay Rays (2)
New York Yankees (3), Toronto Blue Jays (4)
Oakland Athletics (1), LA Angels of Anaheim (2)
Tampa Bay Rays (1), Chicago White Sox (7)
Cleveland Indians (7), Detroit Tigers (4)
Seattle Mariners (4), Houston Astros (3)
New York Mets (3), Miami Marlins (7)
Chicago Cubs (12), Pittsburgh Pirates (2)
Cincinnati Reds (15), St. Louis Cardinals (2)
Milwaukee Brewers (8), Texas Rangers (3)
New York Yankees (7), Toronto Blue Jays (5)
Arizona D'Backs (14), Washington Nationals (4)
Oakland Athletics (1), LA Angels of Anaheim (8)
Philadelphia Phillies (6), Atlanta Braves (7)
Tampa Bay Rays (6), Chicago White Sox (13)
Cleveland Indians (0), Detroit Tigers (12)
Seattle Mariners (4), Houston Astros (8)
Minnesota Twins (3), Kansas City Royals (4)
New York Mets (12), Miami Marlins (1)
Boston Red Sox (4), New York Yankees (6)
Chicago Cubs (6), Pittsburgh Pirates (4)
Los Angeles Dodgers (1), San Diego Padres (7)
Colorado Rockies (3), San Francisco Giants (12)
Cincinnati Reds (5), St. Louis Cardinals (12)
Milwaukee Brewers (4), Texas Rangers (6)
Baltimore Orioles (1), Toronto Blue Jays (5)
Arizona D'Backs (2), Washington Nationals (4)
